usernname,score
Miller96,0.008688
FuriousSundahlIcecream,0.000000
DFuriousD,0.000000
CandidKathyIcecream,0.013032
HoldsFoskettWhale,0.000000
FleetColemanLight2012,0.000000
Clara69Geter,0.000000
JoeCuriousR,0.000000
Margaret1957Isley,0.000000
CuriousBallBread2019,0.000000
CleverHanesPlate1986,0.005213
SmartBowlCharlene_Shaw,0.000869
VirginaCleverB,0.000000
ObnoxiousStormBowl78,0.000869
FearsRossBird,0.000869
MAttentativeM,0.000869
HoldsJose_GutierrezFish,0.000869
RCuriousRiley,0.000000
ObnoxiousLCandy,0.000000
ILazyBingham,0.019114
SmartTaylorCandy,0.000000
CleverBreadWallace_Castro,0.000000
FuriousLBread,0.000000
FastBLight,0.000000
HoldsKarrieCat,0.000000
GuapoRiveroBowl,0.022589
FastCarCooks,0.000000
RacesHancockBird,0.000000
Virginia66,0.000869
FastJoseLight,0.000000
TallGoodrichPlate1995,0.000000
SmartBPlate1993,0.000000
SmartFCar,0.014770
CleverFLight,0.000000
Marshall2013,0.000000
CarolynCuriousBarker,0.000000
AttentativeCandyRivera,0.000869
Richard_Chen84,0.000000
FleetBowlFausto,0.000000
WBusyThompson,0.015639
Oliver2010,0.004344
FastIcecreamDupre,0.000000
FleetWillieBanana,0.002606
S2016Rudnicki,0.016507
HenryBusyPadilla,0.000000
AmberTallR,0.000000
RacesDarrylCat,0.000000
WatchesAngela_RogerCat,0.000000
BusyABread65,0.000000
LazyBradfordBanana1976,0.000000
Lina1996,0.000869
Edward_HughesCat2017,0.009557
SmartBeachamIcecream1998,0.000000
FuriousTBanana71,0.000000
WileyIcecreamKline,0.000000
D2014Duran,0.000000
CleverDCar20,0.000000
JanetOctopus1966,0.033015
RunsGradyCat,0.000000
RobertCandidC,0.000000
AnnetteBusyLema,0.000000
FuriousGuerraIcecream,0.000000
Richard66,0.000000
TallHCar29,0.000000
LazyMPlate,0.000000
WileyCandyTina_Coble,0.000000
FamousBananaLucille,0.000000
Antonio2011Stewart,0.000000
Michael_Gary80,0.019114
Connie1954B,0.010426
FastBCandy16,0.000000
SmartAlvaradoLight,0.000000
TallJCar,0.000000
FamousParkerLight,0.000000
WileyIPlate55,0.000000
CuriousFLight2010,0.000000
James1958P,0.000000
DarkMBread,0.000000
RiegelMouse72,0.004344
CleverVegterIcecream39,0.000869
OkoyeWhale2007,0.000000
AttentativeJosephLight,0.000000
RunsFlor_AllenFish,0.000000
DarkBreadEunice_Smith,0.000000
Morse1989,0.000869
MCleverWallace,0.000000
LazyMBread,0.002606
WileyBCandy,0.000869
FleetBHouse21,0.000000
SusanFish1993,0.000000
TallWBanana16,0.000000
Amanda1965H,0.000000
W22Thorp,0.000000
WileyJonesCandy1950,0.000000
Millard12Salisbury,0.000000
FuriousSPlate,0.000000
SeanTallBarney,0.000000
JohnFish17,0.000000
FuriousECouch32,0.030408
FastCHouse,0.000000
Heather2009,0.000000
LazyCarSchaffer,0.000869
LazySPlate,0.000000
M2013Warren,0.000000
FleetHurdCouch55,0.000869
AmeliaCuriousS,0.000000
EAttentativeM,0.000000
Dale_Akins2,0.001738
GuapoUhligIcecream1981,0.000000
PWileyTune,0.000000
CharityWhale7,0.000000
CandidIcecreamEnrique_Boggs,0.000000
Carol19Hernandez,0.000000
CleverSCar,0.000000
CandidVillarrealIcecream,0.000869
Elias_MercierLion1954,0.000000
RunsAllisonOctopus,0.037359
Edward1985Pepe,0.000869
GeorgeBird1982,0.000000
CleverGaryBanana,0.000000
CuriousLBanana,0.000000
ObnoxiousDIcecream,0.000869
Raymond1985M,0.000000
FuriousMcgaugheyCouch,0.000869
JasonDog17,0.000000
LazySharpCandy44,0.000000
CandidSPlate,0.016507
HolquinFish53,0.000000
FuriousSizemoreHouse1964,0.006082
DarkJohnIcecream,0.000000
I4Barbour,0.016507
AttentativeCarEddie_Havens,0.000000
JohnAttentativeB,0.017376
LatoyaCandidS,0.000000
Jonathan_BrownFish89,0.000000
GuapoCatrinaLight,0.000000
ObnoxiousIcecreamAnn,0.000000
FearsSantanaFish,0.000000
SmartWCar15,0.000000
ObnoxiousSmithBanana,0.014770
RunsAron_ArtmanFish,0.000000
Shirley_LancasterBird34,0.019983
DarkPBowl,0.000000
RunsDarleneCat,0.000000
TFuriousR,0.000000
FamousMIcecream34,0.000869
Jeffrey_Koepsell21,0.001738
CandidDBowl,0.000000
CharlesBear85,0.000000
PhilipWileyParker,0.000000
TallGreenCouch,0.000000
CuriousMildredBowl,0.000000
FastPlateJason,0.000000
R16Walton,0.000000
HoldsRebecca_HerstadMouse,0.000000
RacesDiazOctopus,0.016507
ObnoxiousRCouch,0.000000
FastBreadJames,0.000000
Charles2000,0.000000
ManningBear1972,0.000869
DarkNCar1981,0.000000
FamousBananaLeo,0.000000
Keith_Chavez99,0.000000
Zanes1955,0.000000
Peggy_AdkinsLion1998,0.000000
HoldsLucille_JohnsonHorse,0.000000
CuriousStancliffLight,0.000000
DarkNolderCouch,0.000000
LockhartBear1968,0.000000
FastSHouse1987,0.029540
HoldsHeidiDog,0.000000
Angela74Mederios,0.001738
WileyDPlate,0.000869
FearsDemossBird,0.014770
Susan1955,0.000000
FuriousIcecreamKent,0.000000
TallPlatePaige,0.010426
Alvin1988,0.000869
FamousCarGlidewell,0.006950
GuapoIcecreamCesar,0.009557
RadCurieous,0.000869
HagemannWhale1989,0.017376
CuriousIngramBowl,0.000000
RacesEulaOctopus,0.005213
RFuriousBoyd,0.000000
WileySarahBanana,0.000869
WatchesClarkHorse,0.000869
SmartBreadKim,0.002606
ObnoxiousLightBunker,0.000869
FamousWeeksIcecream,0.000000
KatherineDarkB,0.000000
SmartFulkerBanana2013,0.000869
FastKevinBowl,0.000869
GuapoLightKing,0.000000
Edith76P,0.041703
Christine23,0.016507
Diane_SpencerBird79,0.000000
LazyEBanana1960,0.000000
MariaFastH,0.000000
FuriousGordonBanana,0.010426
CandidCandyCalvin_Holzinger,0.000869
LazyGBowl,0.000000
FleetHenryLight,0.000000
CuriousIBread,0.000000
GregoryFleetPerry,0.000000
BusyScottBowl,0.025195
GCandidTorres,0.000869
Lopez1953,0.000000
JohnTallBrennan,0.000000
CleverKCouch,0.026933
HoldsAshleyBear,0.000000
ShelleyLazyGarcia,0.000000
FleetHBread,0.000000
BusyCouchGoldstein,0.000000
McgeheeCat1976,0.000000
Brinton1953,0.000869
AbrahamBird1964,0.000000
FearsDavid_LopesBear,0.000000
CuriousHBowl1955,0.000000
LovesAndersonFish,0.000000
Fernberg39,0.000000
FamousBreadLeabow,0.000000
Dickey2005,0.006082
AttentativeCarJessica_Carpenter,0.000000
Linda_Cannon80,0.000869
WileyLaquitaCar,0.017376
Mary2Redmond,0.000000
Rochelle1997,0.016507
Alyssa52Helton,0.000000
S60Estep,0.000000
Wesley_RodriguezLion1969,0.000000
FuriousMihalyBread2002,0.000000
LazyBIcecream,0.000000
FamousOCar1984,0.000869
AttentativeWLight2019,0.023458
CleverRIcecream,0.000000
GuapoVBread11,0.011295
CandidHBanana21,0.024327
FearsRichard_BarnesOctopus,0.000000
BusySandigoHouse,0.006082
WileySwaseyPlate1985,0.000000
LovesBurksDog,0.000000
HoldsBoesOctopus,0.000000
FamousDonaldIcecream,0.000000
Diane_LoweBird38,0.000000
FearsRiley_EldridgeMouse,0.000000
SmartCBanana1959,0.000000
SmartBowlSmith,0.000000
SmithDog24,0.000000
Alex1996Green,0.000000
BrendaFamousC,0.015639
SarahFamousM,0.000869
FastACar87,0.000000
AttentativeJBread,0.000000
FleetKathrynBowl,0.000869
DarkHowardBowl,0.000000
AttentativeCouchSergio_Gage,0.000000
GuapoJBread,0.018245
Wagner2017,0.005213
DarkHouseBrian_Ingram,0.000000
Plante81,0.001738
Carl_RobinsonDog2002,0.000000
Karen2005D,0.009557
FamousJamesBanana36,0.000000
FastLBowl17,0.000000
Hoffman2000,0.000000
Irene_Gonzales13,0.000869
CleverRCar,0.023458
Robert2018B,0.000000
SmartIsabellaBanana,0.000000
PaulFleetBurd,0.000000
KennethTallL,0.000000
Scoles2019,0.000000
LazyRBowl,0.001738
FuriousGuerreroIcecream1979,0.000869
LFuriousHanrahan,0.000000
FleetJesseCandy,0.000000
LazyBreadLiu,0.000000
FleetRCouch,0.000000
GuapoTPlate,0.000000
HelenFleetHayden,0.000000
FleetMildensteinHouse,0.000869
JoeFish32,0.000000
WatchesDebbie_JacksonLion,0.000000
LazyCandyMccormick,0.000000
TallBriggsCouch42,0.000000
CandidScottIcecream2000,0.000000
DarkCIcecream,0.000000
FamousPennyBread,0.022589
LazyHLight40,0.006950
HoldsAlvaradoWhale,0.000000
Carole_Gulley2006,0.000000
PhillipBusyB,0.000000
AttentativeKyleBread,0.019983
RacesPatriciaDog,0.000869
FamousTCandy,0.000000
BusyRCouch,0.000000
JamesDog1965,0.000000
Nancy1969Hastings,0.000000
CuriousEllenCar,0.000000
CAttentativeS,0.000000
JeanetteTallA,0.000000
WatchesLoweLion,0.000000
GuapoRBowl,0.015639
FastLightWilliam,0.001738
MarkLion89,0.000000
TallBowlHenry,0.000000
Eleanor_Hamilton65,0.000000
RunsCorrieWhale,0.000869
JacquelineBird1972,0.005213
TallFultzIcecream,0.000000
RonaldFuriousLevel,0.000000
UteCuriousS,0.000000
GuapoHamBanana1967,0.000000
WatchesSal_GuillenDog,0.000000
TallDHouse,0.000869
LazyShofnerIcecream,0.000000
Patricia2011,0.000869
FleetCouchMark,0.017376
AttentativeRBowl,0.000000
TallBCouch23,0.000000
Walter47D,0.000000
MLazyCoppa,0.000000
M46Kennedy,0.007819
BusyBreadDeleon,0.000000
FamousAIcecream1961,0.028671
Misty1950,0.000869
BLazyJuarez,0.000000
LovesJanet_DubeWhale,0.000000
FastBarthelIcecream,0.000000
SmartACouch86,0.000869
Jason_Caron80,0.000000
Mary_Price1976,0.000000
ObnoxiousJBowl,0.000000
FamousDPlate,0.000000
GentileBear31,0.000000
Kristi_Norwood15,0.000000
LazyCandySchultz,0.000869
TFuriousBookhardt,0.000000
CleverWBanana1990,0.006082
BusyOrtegaIcecream,0.000000
DarkCarDarrell,0.000000
H54Jameson,0.000000
JCandidM,0.000000
M51Richardson,0.000000
LazyIcecreamJames,0.000000
LazyHouseAngela,0.028671
Michelle_LoopMouse1983,0.000000
SmartECandy,0.000000
LazyBreadMary,0.000000
LovesSwainBird,0.000000
GuapoIcecreamLavonna,0.000000
PeterLovesCrystals54,0.016507
JoanFamousBland,0.000000
FuriousLightShantelle_Wilson,0.000000
Whitefield55,0.000000
TheresaGuapoO,0.000000
KathrynCandidB,0.000000
CuriousPlateAngela,0.006950
HoldsLeigh_NewtonMouse,0.000000
FuriousCarBertha,0.000000
Holt1956,0.000000
RunsThomasDog,0.013032
FamousCandySandra,0.000000
GuapoJoanPlate,0.000000
DarkPhillipBowl,0.000000
CleverBreadGilbert,0.000000
CleverBowlDavid_Petersen,0.013901
Joseph1981,0.000000
TallDwayneBowl,0.001738
KnightLion1957,0.010426
Jessica_VillegasWhale2001,0.000869
TallCarolBread,0.000000
JAttentativeM,0.000000
KatharineCandidCollins,0.000000
CandidWeeksBread75,0.008688
Robert51,0.000000
Doris48D,0.000869
FastAndrewBread,0.000000
TallGLight,0.000000
FearsSwoopeBird,0.000000
FuriousJCouch,0.013032
EWileyConklin,0.000000
FuriousTBread,0.029540
CandidLightJarrod,0.000000
CandidNormaBanana,0.000000
TallBananaJudy,0.000869
GrahamWhale45,0.020851
FastNataliaBowl,0.000000
FuriousPhyllisPlate,0.000000
AttentativeDCar,0.000000
TallDekanyCandy,0.000000
M34Gatewood,0.000869
Frances93B,0.000000
FastPlateBetty_Adams,0.000000
BGuapoHudson,0.000000
PWileyHall,0.005213
DarkNBread,0.000000
ObnoxiousTBread,0.000869
Bernard32Gonzalez,0.001738
CuriousLightTina_Marlow,0.000000
Wendell_Walker2012,0.000869
BusyPCandy,0.003475
RacesMaryDog,0.000000
C1980Irvin,0.006950
Carolyn1985,0.000000
WileyRLight29,0.011295
Shane_Tartaglia7,0.000000
Shirley30Donohue,0.000869
WileyJanetCandy,0.000000
FearsJohnny_DuvallFish,0.000000
Francisca_Vargas50,0.000869
HoldsMichael_McclaughryLion,0.021720
JoanBird2008,0.000000
WatchesTimothy_LangfordWhale,0.000000
HoldsConleyBird,0.000869
FuriousBeamonCandy1987,0.000000
MargaritaHorse7,0.000000
CleverTBread,0.000000
FamousPCar,0.000000
MichelleDog46,0.013901
Gregory2017,0.000000
HFamousHutcherson,0.000869
GaryMouse1950,0.000000
ObnoxiousSCouch82,0.001738
TallMillsBread,0.000000
CuriousElizaPlate,0.019114
Jennifer_MedinaDog2012,0.000000
StephenWileyRobinson,0.000000
Mcdonald22,0.000000
AObnoxiousS,0.000000
Debbie1986,0.016507
FleetElstonIcecream,0.000000
E10Laforest,0.000000
WileyKBanana,0.000000
TallIcecreamStephen_Liberty,0.000000
TallSLight,0.000000
SmartJCandy,0.000000
FearsMartinDog,0.000000
Beatrice_Lyons1966,0.000000
DarkLightFletcher_Stephens,0.000000
Ione_MacleodCat1968,0.000000
Rodney14Thomas,0.000000
CuriousRCouch,0.000000
SusanDarkHoag,0.000000
Janice1996Wagoner,0.000000
BowdenMouse1992,0.006950
GuapoKatrinaBanana,0.000000
DavidFish1954,0.005213
BusyCBread32,0.000000
LovesRaganBird,0.000000
RacesRandallFish,0.000000
Isaac_RamirezWhale1985,0.000000
CleverTIcecream,0.000000
Blanding58,0.000000
BusyGraceCar,0.000000
K27Starr,0.000000
LovesRobert_SaulWhale,0.000869
Beatrice32,0.000869
CarlSmartP,0.000000
Herrera7,0.026064
G45Coomer,0.000000
BusyBBread,0.000000
CuriousABread,0.024327
Ninfa_BenjamenMouse1961,0.000000
FearsRobertLion,0.000869
DanielObnoxiousBest,0.000000
MSmartSeto,0.000000
ObnoxiousCandyTrevor,0.000000
CleverLovellCandy,0.000000
DarkCandyChristopher_Iverson,0.006082
FamousBreadEpps,0.000000
KetcherLion11,0.000000
CandidMLight,0.000869
John_Allison89,0.000000
FastBananaMarian_Newsome,0.000869
FleetMichaelPlate,0.000000
SmartDHouse55,0.000000
LazyObrienCouch1968,0.000000
Stanley_DonnellDog1989,0.000869
FleetIcecreamRose,0.000000
CleverCandyWashington,0.000000
WatchesGilbertLion,0.000000
LovesAnthonyHorse,0.000000
ObnoxiousMCandy1987,0.000000
CleverBowlBobby,0.000000
WileyCouchAlbert_Gibson,0.013901
RacesRosalesBird,0.000000
RacesPaul_HallBird,0.000000
CuriousWBowl1999,0.001738
Cynthia1951H,0.000000
Arrington1967,0.014770
Frank1992,0.000000
Joel_CoxOctopus30,0.000000
LovesGabeOctopus,0.000000
JoseHorse47,0.000000
CandidFCouch,0.006950
Brian2Morreale,0.000000
Jason_EverettWhale1972,0.000000
FastPlateAnna,0.000000
CleverCandyEdward,0.000000
YuOctopus1979,0.000000
RobertCleverCampbell,0.000869
BusyElizabethBowl,0.000000
SmartCarRoy,0.000000
HoldsMary_HooverBear,0.000000
LujanCat82,0.000000
LovesJeffreyLion,0.000869
FamousMistrotCouch82,0.000000
AttentativeDebraCar,0.000000
DerekLazyVerstraete,0.000000
CleverMaconIcecream2018,0.000000
JonesCat1952,0.000000
Barbara1964,0.000869
FamousBowlTeresa,0.000000
MarcosSmartG,0.016507
Whitehead1993,0.000000
WatchesKurtCat,0.033015
BusyMelanieIcecream,0.019114
FearsGudrunLion,0.000000
White1991,0.022589
FleetKBanana,0.000869
FamousJCar,0.008688
WilliamsWhale27,0.015639
Barbara_ParsonsDog19,0.000000
HoldsJoshuaWhale,0.000000
FleetHiltonCandy1964,0.000000
Parr1953,0.000000
JCuriousMcinerney,0.000000
Lachelle1954,0.000000
CaldwellLion1958,0.000000
Janice_Ross65,0.000000
Zachariah6S,0.000000
AttentativeMIcecream,0.000000
FearsConleyMouse,0.013032
D1975Mccord,0.000000
LCleverHays,0.002606
SmartFrankPlate,0.000000
SmartHouseParker,0.000000
Helen_SmallsBear1990,0.000000
Austin56,0.000000
GuapoLawLight1978,0.000000
FastGravesBread1955,0.013032
FastCarolynBanana,0.000869
Juana_Zuniga22,0.000869
DarkWCandy2003,0.000000
TallDunnCar,0.000000
FleetPlateLeroy_Burdette,0.000000
TravisMouse83,0.000000
RandyHorse2006,0.000000
TallDCar61,0.000000
CandidHaroldPlate,0.000000
WatchesAnnaBear,0.000000
Robert_Shumock2008,0.000000
RacesHeideBear,0.000000
FuriousWCouch1974,0.000000
CleverCouchDan,0.000000
FuriousTCar,0.000000
EBusyCeniceros,0.000000
SmartPlateWoody,0.000000
Gomez1997,0.000000
DavidFastM,0.013901
LovesJudy_DavesBird,0.000000
BradyFleetP,0.000000
SmartCalvertLight,0.000000
FastCandyEtta,0.000000
Mark_AllisonBear34,0.000000
CuriousLightJanice_Walling,0.000000
RacesLindaFish,0.000000
Wallace1997,0.000000
WileyLCandy,0.000000
BusyPlateVeronica_Mitchell,0.000000
RunsSimsOctopus,0.000000
FearsJohnBird,0.005213
DorisCuriousHoggard,0.000869
SmithWhale61,0.000000
Rose_ReyesWhale29,0.000000
WileyBowlJohn,0.000000
RichardFuriousRandall,0.000000
Doris_ChavezBear2000,0.000000
CleverMBowl,0.000000
Reba_ToliverDog1999,0.000000
CandidRandallBowl2006,0.000000
WileyLornaCouch,0.000000
FastPlateJames_Perez,0.000000
FastJamesPlate,0.000000
CandidFBowl1992,0.000869
FamousLightMarcia_Stewart,0.000000
BusyNCar,0.000869
TallLisaBanana,0.013032
DWileyPhinney,0.000000
WatchesJohn_RobertsCat,0.000000
FleetPlatePhilip_Wilson,0.000000
GuapoHillBread,0.000000
DarkMBowl,0.001738
CuriousCandyCohen,0.000000
LazyLBanana,0.029540
FastCandyPatricia_Schilling,0.000000
FleetSBread,0.000000
LazyMCouch,0.000000
GuapoMCar,0.000869
Felipe_Clements2014,0.000000
FuriousLightEric,0.012163
SmartGartnerCouch87,0.000000
CleverEastmanLight31,0.000000
Kristen_Lucas74,0.000000
AttentativeGilesPlate,0.000869
WileyCouchAlderson,0.000000
HoldsFlanaganWhale,0.000000
Curtis_BuchananHorse65,0.000000
KFuriousRodriguez,0.000000
FuriousLockhartBowl,0.000869
J1964Sump,0.000000
LGuapoGray,0.023458
Evelyn_DavisFish75,0.000000
ObnoxiousCCar,0.000000
CandidFredLight,0.000000
FearsVeronicaBear,0.013901
FuriousSBanana84,0.000000
Gladys_Commons2006,0.000869
BusySandersCouch2010,0.000000
FastRBowl,0.001738
DarkPCandy,0.019983
FamousGibsonBowl82,0.000000
HoltWhale1970,0.000000
ObnoxiousSCandy,0.006950
JillGuapoHuls,0.000000
SmithBear68,0.000000
RunsJustinDog,0.000000
Thomas1973,0.000000
William74Buckner,0.000869
RunsMargo_BiermannHorse,0.000000
EdwardBusyH,0.000000
Angela58,0.000000
RunsJorge_HathawayLion,0.012163
CleverPlateVincent,0.021720
CuriousCandyFrancis_Rose,0.000000
CraigDog26,0.000000
FuriousRiddleBanana6,0.000000
FamousIlaBanana,0.000000
HoldsShirley_JacksonWhale,0.000000
ObnoxiousMaryBread,0.000000
BusyDuffyCar2,0.000000
BorkholderBear1996,0.000000
RunsBrooksFish,0.000000
MaresFish90,0.009557
FamousCCandy,0.000000
Sarah_Peters1997,0.000000
FamousMilesCar1988,0.013901
TFuriousP,0.008688
June_Forsythe53,0.000000
RSmartMoore,0.000000
FamousPlateSadie,0.000000
CandidBowlEric_Todd,0.006082
AttentativeGlesenerHouse,0.000000
FamousMariaCar,0.000000
WileyBorrorCouch,0.000000
Billie1953Compton,0.000000
FuriousLCouch,0.000000
HoldsRussell_BridgesCat,0.000000
BusyEmeryBread,0.000000
RunsJeanne_BuchananBird,0.000869
HoldsFradyMouse,0.000000
MetcalfWhale1962,0.008688
FamousCCar,0.000869
WileyAHouse,0.000000
RobertWhale11,0.000000
PultsHorse54,0.000000
Justin_Kocon2006,0.007819
LeroyTallS,0.000000
FastTCar,0.000000
TomOctopus19,0.000000
LazyStantonLight1992,0.000000
CandidRCouch1960,0.000869
H30Hendrickson,0.000000
WileyFitzgeraldPlate,0.000000
AttentativeLaskinLight2011,0.001738
FamousPlateRobert,0.017376
DarkSCandy,0.000000
DarkMontanoPlate,0.000000
MCuriousM,0.000000
DarkMoralesLight54,0.000000
Kathryn_HempsteadOctopus85,0.032146
SantoyoBear2014,0.000000
Claude_Bonita42,0.019114
GuapoCandySandra,0.000000
Francisco1981Waggoner,0.000869
Richard_GrayOctopus9,0.000000
DarkCCouch41,0.000000
SmartLCouch1950,0.000869
AttentativeHIcecream25,0.000000
HoldsJamesFish,0.005213
HoldsOgdenMouse,0.000000
FearsJohn_HoyBird,0.000000
GuapoLewandowskiHouse1996,0.000000
Nicole_SmithBear88,0.000000
AttentativeSmithBowl23,0.009557
BusyECouch,0.000000
MaryFamousPhelps,0.000000
RunsJohn_DeleonOctopus,0.000000
MattieMouse1977,0.000000
AttentativeMBread,0.000000
HoldsVelmaMouse,0.008688
SmartPlateKane,0.000000
FearsRobert_WynnLion,0.000000
CuriousTwittHouse,0.000000
ObnoxiousIcecreamMailman,0.000000
AttentativeCouchMalcomb,0.000000
BusyBowlCarrie,0.000869
JacquelineLazyHilton,0.000000
TallHousePoirier,0.000000
LeoSmartT,0.003475
Ayres1995,0.007819
GuapoJCouch,0.000000
GuapoVeneciaCouch,0.000000
JenniferLazyR,0.000000
KelleeDarkPitts,0.008688
Mary_Gaylord2006,0.007819
SmartBreadLawson,0.000000
Franklin4,0.000869
Keith1998,0.000000
BrandieFleetRangel,0.000869
FuriousCastellanoHouse19,0.011295
AttentativeIcecreamDaniel_Looney,0.000000
LovesMaryDog,0.000000
JWileyTippets,0.009557
Jeffrey_Chynoweth2002,0.000869
Terrence_ParkerOctopus1978,0.000000
HoldsJohnsonMouse,0.002606
JWileyAlexander,0.000869
BusyLightJennifer_Gambrill,0.000000
FamousSchoonoverCar93,0.000000
CuriousRCar,0.000000
FleetBobbyPlate,0.000000
Brenda_BrownCat1985,0.000000
JonCuriousO,0.000000
FuriousBananaGuy_Fisher,0.000000
JAttentativeS,0.000000
Roger_Duke1955,0.000000
AttentativeReynoldsBowl1966,0.000000
PaulineDarkH,0.019983
CleverTurgeonPlate,0.000000
FuriousBowlVargas,0.000000
CandidPCouch2003,0.000000
FleetDavidIcecream,0.000000
SmartNCouch,0.000000
Stephen1B,0.000000
CandidBowlEdna,0.000000
LazyPlateMelissa_Weiss,0.016507
Lillian45S,0.000000
Rivera1995,0.000000
CuriousKatherynBanana,0.011295
GlennCat1965,0.003475
LazyGloverPlate42,0.000869
AttentativeGonzalesBread1994,0.000000
FastTBanana18,0.000000
RSmartWoods,0.005213
FleetRossCouch,0.000000
CleverNewtonBread1987,0.000869
Frank1988,0.009557
MichaelHorse30,0.000869
Sandra84H,0.000000
Walter90P,0.000000
WarrenFleetS,0.000000
Earthquake Prediction Center,0.004344
AttentativeJacksonCar,0.000000
AttentativeDavidCandy,0.000000
TallOwensCar,0.000869
SFamousM,0.000000
AttentativeRIcecream55,0.000000
Stamper2014,0.000000
FleetCandyFlemings,0.000000
HaywoodDog53,0.000000
SophistiCat,0.038228
TonyPeterson,0.377063
SallyBusyP,0.000869
AttentativeAPlate1991,0.000869
Patrick2008,0.000000
LovesGuthCat,0.000000
DObnoxiousAddison,0.000000
FuriousCBread,0.000000
FuriousWCar,0.000000
WileyJamesHouse,0.000000
Lucretia1958,0.000000
RunsTaylorMouse,0.006082
VeryPopularSingerLalisaManoban,0.114683
RacesRosenLion,0.000000
FamousBananaDilly,0.000869
WileyRathjeHouse,0.000000
SmartHouseEllen_Thornton,0.000000
LovesMaryBear,0.000000
Bobby221,0.007819
ElwinJR,0.008688
FieldEngineerPhillipCarter,0.098175
Helen_NewburyBear64,0.008688
AmyBird1953,0.000000
TallGBread2,0.000000
FastLeslieCouch,0.033015
ChemistryTeacherRichardNelson,0.402259
BusyCHouse45,0.000000
CatLadyKylieCrane,0.080799
FuriousAllemanBowl90,0.000000
WileyBPlate,0.000000
GreenJean,0.052997
RobertCat51,0.009557
CandidJBanana,0.000000
GuapoABread1965,0.000869
RacesCurrinDog,0.003475
TallMPlate2010,0.000000
GuapoReynoldsBanana,0.000869
BusyJBanana91,0.000000
VeryPopularSingerLalishoudlaManoban,0.000869
SandraCat1979,0.000000
RosesAreTheBestFlower,0.019983
CandidTLight,0.005213
Sergio85D,0.000000
SherOctopus1968,0.000000
nobodyshome,0.010426
SeanFastC,0.000000
Chippy,0.010426
FastBowlMoore,0.012163
FamousCCouch72,0.013901
RacesNorberto_MartinBear,0.000000
FleetJeramyIcecream,0.000000
FearsReynoldsLion,0.000000
FamousLightMinnie,0.000869
M57Carrington,0.000000
GeorgeObnoxiousHarmon,0.000000
CarseieStones!,0.000869
LovesLindblomOctopus,0.000000
ArdministratoorSophie,0.000869
StewartWhale2003,0.000000
Linda_Boers77,0.000000
CleverPIcecream,0.000000
RunsHelenBird,0.000000
Sarah_Swisher1972,0.014770
DarkGBanana,0.000000
CandidLHouse,0.000000
ObnoxiousJCar,0.000869
WatchesScott_NashLion,0.000000
GuapoCBanana1966,0.033015
James1993J,0.000000
GuapoMcneelyCandy,0.000000
LovesKleineFish,0.000000
LazyPlateHarold_Allen,0.000000
LazyBIcecream86,0.000000
George81,0.000869
TallJPlate,0.000000
SmartNBread,0.000000
D2016Lamar,0.000000
WatchesTerrie_NolandDog,0.000869
RunsSybertLion,0.000000
Eric52Bledsoe,0.000000
LentzFish1953,0.000000
John1980,0.003475
JoyceLazyW,0.000000
RichardAttentativeL,0.000000
Witty1,0.002606
AttentativeDouglasIcecream,0.001738
SmartVelazquezCandy,0.000000
JonathanCat2005,0.000000
DarkWLight,0.006950
LazyCandyVernon,0.000000
LazyMLight,0.000000
Jerome_Hussein1956,0.000000
AttentativeBananaGentry,0.000000
TVHostBrad,,0.000869
WatchesCottrellBear,0.015639
GuapoIcecreamHarry,0.000000
AttentativeArthurCar,0.000000
HoldsJustinCat,0.000869
Otto_Blake46,0.000000
FleetBreadDora_Merino,0.000000
James14W,0.004344
Dorothy85M,0.000000
SmartWBread39,0.000000
Glover1987,0.000000
Angelica2019Hamiel,0.000869
WileyPCandy6,0.000000
GuapoCCar1957,0.011295
MarySmartKetcher,0.000000
JohnsonBird28,0.000000
BoredInStMark,0.080799
Jose_UrbancicFish1982,0.000000
Ernestine_Ewell1955,0.000869
Javier63,0.000000
BusyBreadGerard_Loque,0.000000
BlankCat2006,0.000000
Burnside71,0.017376
ObnoxiousMelvilleCouch,0.000000
ObnoxiousEBanana2004,0.000000
Andrea_RaglandBear1960,0.000000
AttentativeFrancisBread2011,0.000000
CuriousEBread,0.039096
Bone2006,0.000000
Melissa15,0.000000
JFuriousM,0.022589
WatchesLarkinBear,0.021720
RacesDouglas_LipseyWhale,0.000000
Sarah_CarpenterMouse83,0.000000
WatchesSusanOctopus,0.000000
FastRichPlate,0.000869
SharronWileyM,0.001738
TallLightMaria,0.007819
JohnBear1987,0.024327
RunsSharon_CrossOctopus,0.004344
CuriousBreadJeremy_Behr,0.000000
FamousCandyRussell,0.000000
FuriousCouchMae_Chadwick,0.012163
LovesAlbert_McmillinBear,0.000000
FearsBenjaminMouse,0.000000
LovesPhillipsBird,0.000000
PAttentativeJackson,0.000000
BusyCIcecream40,0.000000
BusyBowlDow,0.000000
FleetCoatesCouch89,0.000000
DarkCouchGrimes,0.000000
WileyPBanana,0.000000
W68Duran,0.000000
CuriousBowlFlatt,0.000000
FuriousMCandy1965,0.000000
GuapoFPlate,0.000869
HelenaGuapoA,0.000869
WatchAmbroseLearn,0.000869
CandidLindaBread,0.000000
AttentativeBreadGadson,0.000000
WatchesDelgadoWhale,0.000000
FuriousCasperCouch,0.006950
Marianne59,0.000869
